EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
743555,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,05/04/2018,657,Marine Thunderstorm Wind,40.00, ,0,0,0,0,XX,CST-6,MG,123901,Z,643,MKX,0,0,C-MAN Station, , , ,1,E,1,E,SHEBOYGAN,05/04/2018,708,43.75,-87.692,43.75,-87.692,"Sheboygan lakeshore weather station measured frequent wind gusts of 34 to 40 knots from 7:57 am CDT to 8:08 am CDT.","Strong winds ahead of passing cold front and area of thunderstorms affected the nearshore and open waters early in the morning.",11
753451,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,05/09/2018,1648,Marine Thunderstorm Wind,62.00, ,0,0,0,0,XX,CST-6,MG,125624,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,05/09/2018,1648,41.92,-87.57,41.92,-87.57,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the afternoon and evening of May 9th.",12
744382,NORTH PT LT TO WIND PT WI (ZONE),CUDAHY,05/09/2018,2131,Marine Thunderstorm Wind,44.00, ,0,0,0,0,XX,CST-6,MG,124032,Z,645,MKX,0,0,AWOS, , , ,2,W,2,W,CUDAHY,05/09/2018,2131,42.9476,-87.8966,42.9476,-87.8966,"The automated weather observing equipment at General Mitchell Airport measured a gust of 44 knots as the thunderstorms moved through.","During the late afternoon, scattered thunderstorms moved from southeast Wisconsin over the near shore waters of Lake Michigan.  A few of these storms produced hail and strong gusty winds.",13
753500,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),BURNS HARBOR,05/14/2018,614,Marine Thunderstorm Wind,52.00, ,0,0,0,0,XX,CST-6,MG,125638,Z,745,LOT,0,0,C-MAN Station, , , ,0,SSE,0,SSE,BURNS HARBOR,05/14/2018,620,41.646,-87.147,41.646,-87.147,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the morning hours of May 14th.",14
753507,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,05/14/2018,1722,Marine Thunderstorm Wind,43.00, ,0,0,0,0,XX,CST-6,MG,125641,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,05/14/2018,1722,41.92,-87.57,41.92,-87.57,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the afternoon and evening of May 14th.",15
753508,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),BURNS HARBOR,05/14/2018,2150,Marine Thunderstorm Wind,36.00, ,0,0,0,0,XX,CST-6,MG,125641,Z,745,LOT,0,0,C-MAN Station, , , ,0,SSE,0,SSE,BURNS HARBOR,05/14/2018,2150,41.646,-87.147,41.646,-87.147,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the afternoon and evening of May 14th.",16
760591,GREEN BAY SOUTH FROM CEDAR RIVER MI TO ROCK ISLAND PASSAGE AND NORTH FROM OCONTO WI TO LITTLE STURGEON BAY WI (ZONE),MENOMINEE STATION (MNMM4),05/26/2018,1718,Marine Thunderstorm Wind,35.00, ,0,0,0,0,XX,CST-6,MG,126357,Z,521,GRB,0,0,Other Federal Agency, , , ,0,N,0,N,MENOMINEE STATION (MNMM4),05/26/2018,1718,45.1,-87.59,45.1,-87.59,"A passing thunderstorm produced a wind gust to 35 knots a the National Ocean Service's Water Level Observation Network site at Menominee, Michigan.","Thunderstorms that developed in northern Wisconsin and Upper Michigan produced strong winds and large hail as they moved over the waters of Green Bay and Lake Michigan. The storms produced a gust to 41 mph as they reached the waters of Green Bay, and dropped quarter to golf ball size hail as they reached Lake Michigan.",17
760592,GREEN BAY SOUTH FROM CEDAR RIVER MI TO ROCK ISLAND PASSAGE AND NORTH FROM OCONTO WI TO LITTLE STURGEON BAY WI (ZONE),MENOMINEE STATION (MNMM4),05/26/2018,1736,Marine Thunderstorm Wind,37.00, ,0,0,0,0,XX,CST-6,MG,126357,Z,521,GRB,0,0,Other Federal Agency, , , ,0,N,0,N,MENOMINEE STATION (MNMM4),05/26/2018,1736,45.1,-87.59,45.1,-87.59,"A passing thunderstorm produced a wind gust to 37 knots a the National Ocean Service's Water Level Observation Network site at Menominee, Michigan.","Thunderstorms that developed in northern Wisconsin and Upper Michigan produced strong winds and large hail as they moved over the waters of Green Bay and Lake Michigan. The storms produced a gust to 41 mph as they reached the waters of Green Bay, and dropped quarter to golf ball size hail as they reached Lake Michigan.",18
757538,GREEN BAY SOUTH FROM CEDAR RIVER MI TO ROCK ISLAND PASSAGE AND NORTH FROM OCONTO WI TO LITTLE STURGEON BAY WI (ZONE),MENOMINEE STATION (MNMM4),05/26/2018,1748,Marine Thunderstorm Wind,36.00, ,0,0,0,0,XX,CST-6,MG,126357,Z,521,GRB,0,0,Other Federal Agency, , , ,0,N,0,N,MENOMINEE STATION (MNMM4),05/26/2018,1748,45.1,-87.59,45.1,-87.59,"A passing thunderstorm produced a wind gust to 36 knots a the National Ocean Service's Water Level Observation Network site at Menominee, Michigan.","Thunderstorms that developed in northern Wisconsin and Upper Michigan produced strong winds and large hail as they moved over the waters of Green Bay and Lake Michigan. The storms produced a gust to 41 mph as they reached the waters of Green Bay, and dropped quarter to golf ball size hail as they reached Lake Michigan.",19
758802,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,06/08/2018,842,Marine Thunderstorm Wind,44.00, ,0,0,0,0,XX,CST-6,MG,126532,Z,745,LOT,0,0,C-MAN Station, , , ,0,SW,0,SW,MICHIGAN CITY,06/08/2018,844,41.7286,-86.9125,41.7286,-86.9125,"","Strong thunderstorms moved across parts of southern Lake Michigan during the morning of June 8th.",20
758820,WINTHROP HARBOR TO WILMETTE HARBOR IL (ZONE),WAUKEGAN HARBOR,06/15/2018,2320,Marine Thunderstorm Wind,38.00, ,0,0,0,0,XX,CST-6,MG,126589,Z,740,LOT,0,0,C-MAN Station, , , ,1,NNW,1,NNW,WAUKEGAN HARBOR,06/15/2018,2330,42.361,-87.813,42.361,-87.813,"Winds gusted above 34 knots for 10 minutes with a peak gust to 38 knots as an outflow boundary moved through ahead of a line of thunderstorms.","Strong thunderstorms moved across portions of southern Lake Michigan during the early morning hours of June 16th.",21
763589,ROCK ISLAND PASSAGE TO STURGEON BAY WI 5NM OFFSHORE TO MID LAKE (ZONE),NORTH MICHIGAN BUOY (45002),06/16/2018,930,Marine Thunderstorm Wind,34.00, ,0,0,0,0,XX,CST-6,MG,127389,Z,563,GRB,0,0,Buoy, , , ,7,SSW,7,SSW,NORTH MICHIGAN BUOY (45002),06/16/2018,930,45.2554,-86.4869,45.2554,-86.4869,"A thunderstorm produced a wind gust to 34 knots over the northern waters of Lake Michigan.","Thunderstorms produced wind gusts to 34 knots as they moved across the waters of Green Bay and Lake Michigan on the morning of June 16th.",22
763590,GREEN BAY SOUTH FROM CEDAR RIVER MI TO ROCK ISLAND PASSAGE AND NORTH FROM OCONTO WI TO LITTLE STURGEON BAY WI (ZONE),MENOMINEE STATION (MNMM4),06/16/2018,1030,Marine Thunderstorm Wind,34.00, ,0,0,0,0,XX,CST-6,MG,127389,Z,521,GRB,0,0,Other Federal Agency, , , ,0,N,0,N,MENOMINEE STATION (MNMM4),06/16/2018,1030,45.1,-87.59,45.1,-87.59,"A thunderstorm produced a wind gust to 34 knots as it moved over the waters of Green Bay.","Thunderstorms produced wind gusts to 34 knots as they moved across the waters of Green Bay and Lake Michigan on the morning of June 16th.",23
763591,GREEN BAY SOUTH FROM CEDAR RIVER MI TO ROCK ISLAND PASSAGE AND NORTH FROM OCONTO WI TO LITTLE STURGEON BAY WI (ZONE),MENOMINEE STATION (MNMM4),06/16/2018,1036,Marine Thunderstorm Wind,34.00, ,0,0,0,0,XX,CST-6,MG,127389,Z,521,GRB,0,0,Other Federal Agency, , , ,0,N,0,N,MENOMINEE STATION (MNMM4),06/16/2018,1036,45.1,-87.59,45.1,-87.59,"A thunderstorm produced wind gusts to 34 knots as it moved over the waters of Green Bay.","Thunderstorms produced wind gusts to 34 knots as they moved across the waters of Green Bay and Lake Michigan on the morning of June 16th.",24
760046,GREEN BAY N FROM CEDAR RIVER MI TO ROCK ISLAND PASSAGE (ZONE),POINT PENINSULA LIGHT,06/16/2018,2020,Marine Thunderstorm Wind,43.00, ,0,0,0,0,XX,EST-5,MG,126795,Z,221,MQT,0,0,Mesonet, , , ,6,SSW,6,SSW,POINT PENINSULA LIGHT,06/16/2018,2025,45.58,-87,45.58,-87,"The thunderstorm peak wind gust at Minneapolis Shoal Light was 50 mph.","Thunderstorms moving over Green Bay and northern Lake Michigan produced strong winds to 50 mph on the evening of the 17th.",25
771794,CHARLEVOIX TO POINT BETSIE MI 5NM OFF SHORE TO MID LAKE (ZONE),SOUTH MANITOU ISLAND,06/17/2018,2110,Marine Thunderstorm Wind,44.00, ,0,0,0,0,XX,EST-5,MG,128675,Z,364,APX,0,0,Buoy, , , ,18,N,18,N,SOUTH MANITOU ISLAND,06/17/2018,2110,45.2802,-86.1777,45.2802,-86.1777,"","Strong thunderstorms moved off of Wisconsin, producing strong winds on northern Lake Michigan.",26
760051,SEUL CHOIX POINT TO ROCK ISLAND PASSAGE 5NM OFFSHORE TO MID LAKE (ZONE),SAINT MARTIN ISLAND LIGHT,06/17/2018,2110,Marine Thunderstorm Wind,44.00, ,0,0,0,0,XX,EST-5,MG,126795,Z,261,MQT,0,0,Buoy, , , ,16,ESE,16,ESE,SAINT MARTIN ISLAND LIGHT,06/17/2018,2115,45.31,-86.42,45.31,-86.42,"The thunderstorm peak wind gust at the northern Lake Michigan buoy 45002 was 51 mph.","Thunderstorms moving over Green Bay and northern Lake Michigan produced strong winds to 50 mph on the evening of the 17th.",27
751754,NORTH PT LT TO WIND PT WI (ZONE),CUDAHY,06/18/2018,1442,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,CST-6,MG,125356,Z,645,MKX,0,0,ASOS, , , ,2,W,2,W,CUDAHY,06/18/2018,1449,42.9456,-87.8938,42.9456,-87.8938,"KMKE ASOS measured gusts of 39 to 45 knots for about a 7 minute period.","Several strong thunderstorms formed along a passing cold front and affected the near shore waters of Lake Michigan with periods of strong gusty winds.",28
751755,WIND PT LT WI TO WINTHROP HBR IL (ZONE),RACINE,06/18/2018,1502,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,CST-6,MG,125356,Z,646,MKX,0,0,Mesonet, , , ,3,E,3,E,RACINE,06/18/2018,1502,42.7276,-87.7362,42.7276,-87.7362,"Weather observing station on Racine Reef platform measured a wind gust of 39 knots just after 4 pm CDT.","Several strong thunderstorms formed along a passing cold front and affected the near shore waters of Lake Michigan with periods of strong gusty winds.",29
751756,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,06/18/2018,1510,Marine Thunderstorm Wind,40.00, ,0,0,0,0,XX,CST-6,MG,125356,Z,646,MKX,0,0,C-MAN Station, , , ,1,ENE,1,ENE,KENOSHA,06/18/2018,1510,42.589,-87.809,42.589,-87.809,"Kenosha lakeshore weather station measured a wind gust of 40 knots at 410 pm CDT.","Several strong thunderstorms formed along a passing cold front and affected the near shore waters of Lake Michigan with periods of strong gusty winds.",30
751757,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,06/18/2018,1600,Marine Thunderstorm Wind,34.00, ,0,0,0,0,XX,CST-6,MG,125356,Z,646,MKX,0,0,C-MAN Station, , , ,1,ENE,1,ENE,KENOSHA,06/18/2018,1600,42.589,-87.809,42.589,-87.809,"Kenosha lakeshore weather observing station measured a wind gust of 34 knots at 5 pm CDT.","Several strong thunderstorms formed along a passing cold front and affected the near shore waters of Lake Michigan with periods of strong gusty winds.",31
758832,WINTHROP HARBOR TO WILMETTE HARBOR IL (ZONE),WAUKEGAN HARBOR,06/18/2018,1600,Marine Thunderstorm Wind,35.00, ,0,0,0,0,XX,CST-6,MG,126591,Z,740,LOT,0,0,C-MAN Station, , , ,1,NNW,1,NNW,WAUKEGAN HARBOR,06/18/2018,1600,42.361,-87.813,42.361,-87.813,"","Strong thunderstorms moved across portions of southern Lake Michigan during the afternoon of June 18th.",32
773385,GREEN BAY SOUTH FROM OCONTO WI TO LITTLE STURGEON BAY WI (ZONE),GREEN BAY ENTRANCE LIGHT,07/01/2018,1410,Marine Thunderstorm Wind,50.00, ,0,0,0,0,XX,CST-6,EG,128989,Z,522,GRB,0,0,Public, , , ,4,WSW,4,WSW,GREEN BAY ENTRANCE LIGHT,07/01/2018,1410,44.65,-87.97,44.65,-87.97,"A thunderstorm produced an estimated wind gust of 50 knots over the waters of Green Bay.","Thunderstorms that produced large hail and damaging winds over land moved offshore onto the waters of Green Bay where they produced an estimated wind gust of 50 knots.",33
776085,GREEN BAY N FROM CEDAR RIVER MI TO ROCK ISLAND PASSAGE (ZONE),POINT PENINSULA LIGHT,07/01/2018,1445,Marine Thunderstorm Wind,36.00, ,0,0,0,0,XX,EST-5,MG,129534,Z,221,MQT,0,0,Mesonet, , , ,6,SSW,6,SSW,POINT PENINSULA LIGHT,07/01/2018,1450,45.58,-87,45.58,-87,"A thunderstorm wind gust of 41 mph was measured at Minneapolis Shoal Light.","Strong thunderstorms moved across northern Lake Michigan during the afternoon of July 1st.",34
754309,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,07/01/2018,1447,Marine Thunderstorm Wind,42.00, ,0,0,0,0,XX,CST-6,MG,125776,Z,643,MKX,0,0,C-MAN Station, , , ,1,E,1,E,SHEBOYGAN,07/01/2018,1447,43.75,-87.692,43.75,-87.692,"Sheboygan lakeshore weather station measured a wind gust of 42 knots.","Warm and unstable conditions over southern Wisconsin along with an approaching cold front set off several strong to severe thunderstorms during the mid to late afternoon that affected parts of the near shore waters of Lake Michigan.",35
776086,GREEN BAY N FROM CEDAR RIVER MI TO ROCK ISLAND PASSAGE (ZONE),ESCANABA LIGHT,07/01/2018,1500,Marine Thunderstorm Wind,50.00, ,0,0,0,0,XX,EST-5,EG,129534,Z,221,MQT,0,0,Law Enforcement, , , ,2,SW,2,SW,ESCANABA LIGHT,07/01/2018,1505,45.7185,-87.0679,45.7185,-87.0679,"The Delta County dispatch reported a tree down on a power line in Escanaba.","Strong thunderstorms moved across northern Lake Michigan during the afternoon of July 1st.",36
754310,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,07/01/2018,1530,Marine Thunderstorm Wind,38.00, ,0,0,0,0,XX,CST-6,MG,125776,Z,646,MKX,0,0,C-MAN Station, , , ,1,ENE,1,ENE,KENOSHA,07/01/2018,1530,42.589,-87.809,42.589,-87.809,"Kenosha lakeshore weather station measured a wind gust of 38 knots.","Warm and unstable conditions over southern Wisconsin along with an approaching cold front set off several strong to severe thunderstorms during the mid to late afternoon that affected parts of the near shore waters of Lake Michigan.",37
754311,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,07/01/2018,1550,Marine Thunderstorm Wind,38.00, ,0,0,0,0,XX,CST-6,MG,125776,Z,646,MKX,0,0,C-MAN Station, , , ,1,ENE,1,ENE,KENOSHA,07/01/2018,1600,42.589,-87.809,42.589,-87.809,"Kenosha lakeshore weather station measured 10 minutes of wind gusts of 37-38knots.","Warm and unstable conditions over southern Wisconsin along with an approaching cold front set off several strong to severe thunderstorms during the mid to late afternoon that affected parts of the near shore waters of Lake Michigan.",38
768642,WINTHROP HARBOR TO WILMETTE HARBOR IL (ZONE),WILMETTE HARBOR,07/01/2018,1620,Marine Thunderstorm Wind,37.00, ,0,0,0,0,XX,CST-6,MG,128160,Z,740,LOT,0,0,Buoy, , , ,5,NNE,5,NNE,WILMETTE HARBOR,07/01/2018,1620,42.135,-87.655,42.135,-87.655,"","Strong to severe thunderstorms moved across portions of southern Lake Michigan during the afternoon of July 1st.",39
768643,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,07/01/2018,1620,Marine Thunderstorm Wind,42.00, ,0,0,0,0,XX,CST-6,MG,128160,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,07/01/2018,1620,41.92,-87.57,41.92,-87.57,"","Strong to severe thunderstorms moved across portions of southern Lake Michigan during the afternoon of July 1st.",40
776087,SEUL CHOIX POINT TO ROCK ISLAND PASSAGE 5NM OFFSHORE TO MID LAKE (ZONE),SAINT MARTIN ISLAND LIGHT,07/01/2018,1710,Marine Thunderstorm Wind,37.00, ,0,0,0,0,XX,EST-5,MG,129534,Z,261,MQT,0,0,Buoy, , , ,16,ESE,16,ESE,SAINT MARTIN ISLAND LIGHT,07/01/2018,1720,45.31,-86.42,45.31,-86.42,"The northern Lake Michigan buoy 45002 measured a thunderstorm wind gust of 43 mph.","Strong thunderstorms moved across northern Lake Michigan during the afternoon of July 1st.",41
777405,POINT BETSIE TO SLEEPING BEAR POINT MI (ZONE),EMPIRE,07/01/2018,1722,Marine Thunderstorm Wind,43.00, ,0,0,0,0,XX,EST-5,EG,129780,Z,345,APX,0,0,Trained Spotter, , , ,5,SSW,5,SSW,EMPIRE,07/01/2018,1722,44.745,-86.1151,44.745,-86.1151,"A spotter estimated 50 mph winds along the coastline.","A line of strong to severe storms produced high wind gusts over northern Lake Michigan.",42
777406,MANISTEE TO POINT BETSIE MI (ZONE),FRANKFORT,07/01/2018,1728,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,EST-5,MG,129780,Z,346,APX,0,0,AWOS, , , ,1,WSW,1,WSW,FRANKFORT,07/01/2018,1728,44.6358,-86.2508,44.6358,-86.2508,"","A line of strong to severe storms produced high wind gusts over northern Lake Michigan.",43
777414,SLEEPING BEAR POINT TO GRAND TRAVERSE LIGHT MI (ZONE),LELAND,07/01/2018,1754,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,EST-5,MG,129780,Z,344,APX,0,0,Mesonet, , , ,0,N,0,N,LELAND,07/01/2018,1754,45.02,-85.78,45.02,-85.78,"","A line of strong to severe storms produced high wind gusts over northern Lake Michigan.",44
777407,SLEEPING BEAR POINT TO GRAND TRAVERSE LIGHT MI (ZONE),GRAND TRAVERSE LIGHT,07/01/2018,1809,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,EST-5,EG,129780,Z,344,APX,0,0,Public, , , ,8,SW,8,SW,GRAND TRAVERSE LIGHT,07/01/2018,1809,45.1324,-85.6838,45.1324,-85.6838,"Small tree limbs were downed along the coastline.","A line of strong to severe storms produced high wind gusts over northern Lake Michigan.",45
777408,GRAND TRAVERSE BAY FROM GRAND TRAVERSE LIGHT TO NORWOOD MI (ZONE),NORTHPORT,07/01/2018,1813,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,EST-5,EG,129780,Z,323,APX,0,0,Public, , , ,1,E,1,E,NORTHPORT,07/01/2018,1813,45.1278,-85.6003,45.1278,-85.6003,"Small tree limbs were downed along the coastline.","A line of strong to severe storms produced high wind gusts over northern Lake Michigan.",46
777409,GRAND TRAVERSE BAY FROM GRAND TRAVERSE LIGHT TO NORWOOD MI (ZONE),TRAVERSE CITY,07/01/2018,1830,Marine Thunderstorm Wind,43.00, ,0,0,15000,0,XX,EST-5,EG,129780,Z,323,APX,0,0,Mesonet, , , ,1,NNW,4,E,TRAVERSE CITY,07/01/2018,1835,44.7715,-85.63,44.7574,-85.5452,"Thunderstorm wind gusts were measured at 47 mph in Greilickville, and 46 mph at Cherry Capital Airport in Traverse City. Two sailboats were flipped over at Elmwood Marina.","A line of strong to severe storms produced high wind gusts over northern Lake Michigan.",47
773387,GREEN BAY SOUTH FROM OCONTO WI TO LITTLE STURGEON BAY WI (ZONE),BAY BEACH PARK,07/04/2018,1925,Marine Thunderstorm Wind,40.00, ,0,0,0,0,XX,CST-6,EG,128991,Z,522,GRB,0,0,Public, , , ,4,N,4,N,BAY BEACH PARK,07/04/2018,1925,44.586,-87.975,44.586,-87.975,"A thunderstorm produced a wind gust estimated at 40 knots over the waters of Green Bay.","Thunderstorms that moved onto the waters of Green Bay produced an estimated wind gust to 40 knots.",48
773395,TWO RIVERS TO SHEBOYGAN WI (ZONE),MANITOWOC,07/25/2018,2130,Marine Thunderstorm Wind,40.00, ,0,0,0,0,XX,CST-6,EG,128994,Z,543,GRB,0,0,Public, , , ,2,ENE,2,ENE,MANITOWOC,07/25/2018,2130,44.092,-87.63,44.092,-87.63,"A thunderstorm produced an estimated wind gust of 40 knots as they moved over the waters of Lake Michigan.","Thunderstorms that produced wind damage and and large hail over the land continued to produce strong winds over the waters of Lake Michigan.",49
759638,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,07/25/2018,2215,Marine Thunderstorm Wind,35.00, ,0,0,0,0,XX,CST-6,MG,126721,Z,643,MKX,0,0,C-MAN Station, , , ,1,E,1,E,SHEBOYGAN,07/25/2018,2215,43.75,-87.692,43.75,-87.692,"Sheboygan lakeshore weather observation measured a wind gust of 35 knots as the thunderstorms moved across the lakeshore.","A weakening line of strong thunderstorms affected the northern near shore waters of Lake Michigan north of Port Washington during the late evening.",50
774982,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),BURNS HARBOR,08/01/2018,1630,Marine Thunderstorm Wind,55.00, ,0,0,0,0,XX,CST-6,MG,129343,Z,745,LOT,0,0,C-MAN Station, , , ,0,SSE,0,SSE,BURNS HARBOR,08/01/2018,1630,41.646,-87.147,41.646,-87.147,"","Strong to severe thunderstorms moved across portions of southern Lake Michigan during the afternoon of August 1st.",51
