EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
478591,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,04/17/2013,1545,Marine Thunderstorm Wind,37.00, ,0,0,0,0,XX,CST-6,MG,72724,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,04/17/2013,1600,41.92,-87.57,41.92,-87.57,"","Strong storms resulted in severe winds across southern Lake Michigan.",13
478593,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,04/17/2013,1630,Marine Thunderstorm Wind,46.00, ,0,0,0,0,XX,CST-6,MG,72724,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,04/17/2013,1715,41.73,-86.91,41.73,-86.91,"Winds gusted above 34 knots for 45 minutes, with a peak gust to 46 knots.","Strong storms resulted in severe winds across southern Lake Michigan.",14
478592,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,04/18/2013,325,Marine Thunderstorm Wind,35.00, ,0,0,0,0,XX,CST-6,MG,72724,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,04/18/2013,325,41.92,-87.57,41.92,-87.57,"","Strong storms resulted in severe winds across southern Lake Michigan.",15
478594,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,04/18/2013,440,Marine Thunderstorm Wind,38.00, ,0,0,0,0,XX,CST-6,MG,72724,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,04/18/2013,440,41.73,-86.91,41.73,-86.91,"","Strong storms resulted in severe winds across southern Lake Michigan.",16
439201,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,04/18/2013,650,Marine Thunderstorm Wind,43.00, ,0,0,0,0,XX,CST-6,MG,72724,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,04/18/2013,650,41.92,-87.57,41.92,-87.57,"","Strong storms resulted in severe winds across southern Lake Michigan.",17
439203,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),BURNS HARBOR,04/18/2013,800,Marine Thunderstorm Wind,36.00, ,0,0,0,0,XX,CST-6,MG,72724,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,04/18/2013,800,41.65,-87.15,41.65,-87.15,"","Strong storms resulted in severe winds across southern Lake Michigan.",18
439202,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,04/18/2013,820,Marine Thunderstorm Wind,45.00, ,0,0,0,0,XX,CST-6,MG,72724,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,04/18/2013,830,41.73,-86.91,41.73,-86.91,"Winds gusted in excess of 34 knots for 10 minutes, peaking at 45 knots.","Strong storms resulted in severe winds across southern Lake Michigan.",19
447772,MICHIGAN CITY IN TO NEW BUFFALO MI (ZONE),MICHIGAN CITY C-MAN STATION (MCYI3),04/18/2013,920,Marine Thunderstorm Wind,45.00, ,0,0,0,0,XX,EST-5,MG,74033,Z,46,IWX,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY C-MAN STATION (MCYI3),04/18/2013,921,41.73,-86.91,41.73,-86.91,"A 52 mph wind gust was recorded at the Michigan City GLERL marine site as a line of thunderstorms came onshore.","A line of thunderstorms moved out of eastern Illinois into southern Lake Michigan, well ahead of a cold front across western Illinois. While the line began weakening with eastward progress, an isolated strong wind report was received.",20
435275,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,04/18/2013,1940,Marine Thunderstorm Wind,40.00, ,0,0,0,0,XX,CST-6,MG,72170,Z,646,MKX,0,0,C-MAN Station, , , ,1,ENE,1,ENE,KENOSHA,04/18/2013,1950,42.589,-87.809,42.589,-87.809,"Frequent gusts 34 to 40 knots from 1940 CST to1950 CST.","Strong wind gusts affected the nearshore waters during the evening.  The strong winds were caused by a strong occluded front that was moving across the the area along with some weak showers and thunderstorms.",21
435276,NORTH PT LT TO WIND PT WI (ZONE),CUDAHY,04/18/2013,1942,Marine Thunderstorm Wind,35.00, ,0,0,0,0,XX,CST-6,MG,72170,Z,645,MKX,0,0,ASOS, , , ,4,W,4,W,CUDAHY,04/18/2013,2038,42.96,-87.92,42.96,-87.92,"Frequent gusts 34 to 37 knots during the period.","Strong wind gusts affected the nearshore waters during the evening.  The strong winds were caused by a strong occluded front that was moving across the the area along with some weak showers and thunderstorms.",22
439916,NORTH PT LT TO WIND PT WI (ZONE),NORTH POINT LTHOUSE,05/14/2013,2025,Marine Thunderstorm Wind,59.00, ,0,0,0,0,XX,CST-6,MG,72903,Z,645,MKX,0,0,C-MAN Station, , , ,3,SE,3,SE,NORTH POINT LTHOUSE,05/14/2013,2045,43.046,-87.879,43.046,-87.879,"The Milwaukee C-MAN station experienced a 20 minute period of strong wind gusts of 34 knots or higher.  Wind gusts peaked at 59 knots at 2030 CST.  Wind gusts reached 50 knots at 2025 CST and were 36 knots at 2040 CST.  Strongest prevailing wind was 39 knots at 2025 CST.","Weak high based showers and thunderstorms caused by an approaching strong frontal boundary produced a brief period of strong winds over the near shore waters.",23
442126,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,05/20/2013,2210,Marine Thunderstorm Wind,51.00, ,0,0,0,0,XX,CST-6,MG,73196,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,05/20/2013,2225,41.92,-87.57,41.92,-87.57,"Winds gusted above 35 knots for 15 minutes with a peak gust to 51 knots.","Strong to severe thunderstorms moved across southern Lake Michigan during the late evening of May 20th and the early morning of May 21st.",24
442127,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,05/20/2013,2315,Marine Thunderstorm Wind,40.00, ,0,0,0,0,XX,CST-6,MG,73196,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,05/20/2013,2320,41.73,-86.91,41.73,-86.91,"","Strong to severe thunderstorms moved across southern Lake Michigan during the late evening of May 20th and the early morning of May 21st.",25
450649,MICHIGAN CITY IN TO NEW BUFFALO MI (ZONE),MICHIGAN CITY C-MAN STATION (MCYI3),05/21/2013,15,Marine Thunderstorm Wind,37.00, ,0,0,0,0,XX,EST-5,MG,74535,Z,46,IWX,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY C-MAN STATION (MCYI3),05/21/2013,16,41.73,-86.91,41.73,-86.91,"A 43 mph wind gust was recorded at the Michigan City GLERL marine weather site.","A squall line extended from northeastern Illinois into Arkansas. The northern portion of this line moved over southern Lake Michigan, but was slowly weakening as it moved east. Strong winds were recorded at the Michigan City GLERL site as it came onshore. Once inland, no severe weather occurred.",26
450010,GARY TO BURNS HARBOR IN (ZONE),BURNS HARBOR,05/28/2013,2030,Marine Thunderstorm Wind,41.00, ,0,0,0,0,XX,CST-6,MG,74400,Z,744,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,05/28/2013,2030,41.65,-87.15,41.65,-87.15,"","Severe thunderstorms moved across parts of southern Lake Michigan during the evening hours of May 28th.",27
450011,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,05/28/2013,2040,Marine Thunderstorm Wind,67.00, ,0,0,0,0,XX,CST-6,MG,74400,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,05/28/2013,2040,41.73,-86.91,41.73,-86.91,"","Severe thunderstorms moved across parts of southern Lake Michigan during the evening hours of May 28th.",28
450931,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,05/30/2013,1520,Marine Thunderstorm Wind,40.00, ,0,0,0,0,XX,CST-6,MG,74415,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,05/30/2013,1520,41.92,-87.57,41.92,-87.57,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the afternoon and evening hours of May 30th.",29
450930,WINTHROP HARBOR TO WILMETTE HARBOR IL (ZONE),WAUKEGAN HARBOR,05/30/2013,1540,Marine Thunderstorm Wind,34.00, ,0,0,0,0,XX,CST-6,MG,74415,Z,740,LOT,0,0,C-MAN Station, , , ,0,N,0,N,WAUKEGAN HARBOR,05/30/2013,1540,42.35,-87.81,42.35,-87.81,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the afternoon and evening hours of May 30th.",30
450929,WINTHROP HARBOR TO WILMETTE HARBOR IL (ZONE),WAUKEGAN HARBOR,05/30/2013,1550,Marine Thunderstorm Wind,46.00, ,0,0,0,0,XX,CST-6,MG,74415,Z,740,LOT,0,0,C-MAN Station, , , ,0,N,0,N,WAUKEGAN HARBOR,05/30/2013,1550,42.35,-87.81,42.35,-87.81,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the afternoon and evening hours of May 30th.",31
450932,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,05/30/2013,1610,Marine Thunderstorm Wind,48.00, ,0,0,0,0,XX,CST-6,MG,74415,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,05/30/2013,1620,41.92,-87.57,41.92,-87.57,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the afternoon and evening hours of May 30th.",32
450934,NORTHERLY ISLAND TO CALUMET HARBOR IL (ZONE),CALUMET HARBOR,05/30/2013,1642,Marine Thunderstorm Wind,36.00, ,0,0,0,0,XX,CST-6,MG,74415,Z,742,LOT,0,0,C-MAN Station, , , ,0,N,0,N,CALUMET HARBOR,05/30/2013,1642,41.73,-87.54,41.73,-87.54,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the afternoon and evening hours of May 30th.",33
450935,GARY TO BURNS HARBOR IN (ZONE),BURNS HARBOR,05/30/2013,2230,Marine Thunderstorm Wind,35.00, ,0,0,0,0,XX,CST-6,MG,74415,Z,744,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,05/30/2013,2230,41.65,-87.15,41.65,-87.15,"","Strong to severe thunderstorms moved across parts of southern Lake Michigan during the afternoon and evening hours of May 30th.",34
453782,ROCK ISLAND PASSAGE TO STURGEON BAY WI 5NM OFFSHORE TO MID LAKE (ZONE),NORTH MICHIGAN BUOY (45002),06/01/2013,1749,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,CST-6,MG,75054,Z,563,GRB,0,0,Buoy, , , ,0,N,0,N,NORTH MICHIGAN BUOY (45002),06/01/2013,1749,45.34,-86.41,45.34,-86.41,"","A line of thunderstorms moving across Lake Michigan produced several strong wind gusts over a 90 minute period at the North Lake Michigan Buoy.  The strongest recorded gust was 76 knots at 1916CST.",35
453790,ROCK ISLAND PASSAGE TO STURGEON BAY WI 5NM OFFSHORE TO MID LAKE (ZONE),NORTH MICHIGAN BUOY (45002),06/01/2013,1806,Marine Thunderstorm Wind,43.00, ,0,0,0,0,XX,CST-6,MG,75054,Z,563,GRB,0,0,Buoy, , , ,0,N,0,N,NORTH MICHIGAN BUOY (45002),06/01/2013,1806,45.34,-86.41,45.34,-86.41,"","A line of thunderstorms moving across Lake Michigan produced several strong wind gusts over a 90 minute period at the North Lake Michigan Buoy.  The strongest recorded gust was 76 knots at 1916CST.",36
458788,SEUL CHOIX POINT TO ROCK ISLAND PASSAGE 5NM OFFSHORE TO MID LAKE (ZONE),SAINT MARTIN ISLAND LIGHT,06/01/2013,1850,Marine Thunderstorm Wind,42.00, ,0,0,0,0,XX,EST-5,MG,76044,Z,261,MQT,0,0,Buoy, , , ,16,ESE,16,ESE,SAINT MARTIN ISLAND LIGHT,06/01/2013,1855,45.3,-86.41,45.3,-86.41,"The gust was measured at the northern Lake Michigan buoy 45002.","A strong thunderstorm produced gusty winds over the open waters of northern Lake Michigan on the evening of the 1st.",37
453795,ROCK ISLAND PASSAGE TO STURGEON BAY WI 5NM OFFSHORE TO MID LAKE (ZONE),NORTH MICHIGAN BUOY (45002),06/01/2013,1916,Marine Thunderstorm Wind,76.00, ,0,0,0,0,XX,CST-6,MG,75054,Z,563,GRB,0,0,Buoy, , , ,0,N,0,N,NORTH MICHIGAN BUOY (45002),06/01/2013,1916,45.34,-86.41,45.34,-86.41,"","A line of thunderstorms moving across Lake Michigan produced several strong wind gusts over a 90 minute period at the North Lake Michigan Buoy.  The strongest recorded gust was 76 knots at 1916CST.",38
446107,NORTH PT LT TO WIND PT WI (ZONE),NORTH POINT LTHOUSE,06/12/2013,1830,Marine Thunderstorm Wind,34.00, ,0,0,0,0,XX,CST-6,MG,73733,Z,645,MKX,0,0,C-MAN Station, , , ,3,SE,3,SE,NORTH POINT LTHOUSE,06/12/2013,1830,43.046,-87.879,43.046,-87.879,"MLWW3 automated observing equipment recorded a gust to 34 knots.","Strong thunderstorms affected the near shore waters of Lake Michigan during the evening.",39
446108,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,06/12/2013,1840,Marine Thunderstorm Wind,50.00, ,0,0,0,0,XX,CST-6,MG,73733,Z,646,MKX,0,0,Mesonet, , , ,2,N,2,N,KENOSHA,06/12/2013,1840,42.609,-87.83,42.609,-87.83,"Mesonet site on northern side of Kenosha recorded gust to 58 mph.","Strong thunderstorms affected the near shore waters of Lake Michigan during the evening.",40
457362,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,06/12/2013,1930,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,CST-6,MG,75782,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,06/12/2013,1930,41.92,-87.57,41.92,-87.57,"","A potent upper level disturbance interacted with a very warm and moist air mass on Wednesday afternoon and evening, leading to the development of severe thunderstorms. Widespread large hail and damaging winds occurred.",41
459162,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,06/12/2013,2200,Marine Thunderstorm Wind,56.00, ,0,0,0,0,XX,CST-6,MG,75782,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,06/12/2013,2207,41.92,-87.57,41.92,-87.57,"","A potent upper level disturbance interacted with a very warm and moist air mass on Wednesday afternoon and evening, leading to the development of severe thunderstorms. Widespread large hail and damaging winds occurred.",42
453819,STURGEON BAY TO TWO RIVERS WI (ZONE),KEWAUNEE STATION (KWNW3),06/16/2013,1742,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,CST-6,MG,75057,Z,542,GRB,0,0,Mesonet, , , ,0,N,0,N,KEWAUNEE STATION (KWNW3),06/16/2013,1742,44.47,-87.5,44.47,-87.5,"","A thunderstorm that moved across Kewaunee County produced a wind gust to 39 knots at Kewaunee as it moved offshore and eventually weakened over Lake Michigan.",43
459165,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,06/17/2013,2015,Marine Thunderstorm Wind,35.00, ,0,0,0,0,XX,CST-6,MG,76137,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,06/17/2013,2020,41.73,-86.91,41.73,-86.91,"","A few isolated thunderstorms developed over northeastern Illinois and moved over Lake Michigan producing strong winds.",44
453827,GREEN BAY SOUTH FROM OCONTO WI TO LITTLE STURGEON BAY WI (ZONE),CENTRAL GREEN BAY BUOY (45014),06/21/2013,1030,Marine Thunderstorm Wind,37.00, ,0,0,0,0,XX,CST-6,MG,75058,Z,522,GRB,0,0,Buoy, , , ,0,N,0,N,CENTRAL GREEN BAY BUOY (45014),06/21/2013,1030,44.8,-87.76,44.8,-87.76,"","Thunderstorms that moved across the waters of Green Bay produced a wind gust to 37 knots at the Central Green Bay Buoy.",45
449856,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,06/21/2013,1144,Marine Thunderstorm Wind,43.00, ,0,0,0,0,XX,CST-6,MG,74375,Z,643,MKX,0,0,C-MAN Station, , , ,1,E,1,E,SHEBOYGAN,06/21/2013,1300,43.75,-87.692,43.75,-87.692,"Sheboygan automated lakeshore station reported wind gusts of 36 to 43 knots from 1144 CST to 1300 CST.","Strong winds caused by a Wake Low phenomena affected portions of the nearshore waters of Lake Michigan during the early afternoon.",46
465402,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,06/21/2013,1215,Marine Thunderstorm Wind,39.00, ,0,0,0,0,XX,CST-6,MG,77092,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,06/21/2013,1235,41.92,-87.57,41.92,-87.57,"","A line of thunderstorms moved over Lake Michigan during the early afternoon hours of June 21st.",47
465403,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,06/21/2013,1320,Marine Thunderstorm Wind,40.00, ,0,0,0,0,XX,CST-6,MG,77092,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,06/21/2013,1320,41.73,-86.91,41.73,-86.91,"","A line of thunderstorms moved over Lake Michigan during the early afternoon hours of June 21st.",48
449858,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,06/21/2013,1330,Marine Thunderstorm Wind,36.00, ,0,0,0,0,XX,CST-6,MG,74375,Z,646,MKX,0,0,C-MAN Station, , , ,1,ENE,1,ENE,KENOSHA,06/21/2013,1340,42.589,-87.809,42.589,-87.809,"Kenosha automated lakeshore observation reported a 10 minute period with 36 knot wind gusts.","Strong winds caused by a Wake Low phenomena affected portions of the nearshore waters of Lake Michigan during the early afternoon.",49
465400,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,06/23/2013,1645,Marine Thunderstorm Wind,36.00, ,0,0,0,0,XX,CST-6,MG,77091,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,06/23/2013,1650,41.92,-87.57,41.92,-87.57,"","During the evening of June 23rd, thunderstorms over northern Illinois produced strong outflow winds over Lake Michigan.",50
465415,NORTHERLY ISLAND TO CALUMET HARBOR IL (ZONE),CALUMET HARBOR,06/24/2013,1706,Marine Thunderstorm Wind,45.00, ,0,0,0,0,XX,CST-6,MG,77064,Z,742,LOT,0,0,C-MAN Station, , , ,0,N,0,N,CALUMET HARBOR,06/24/2013,1712,41.73,-87.54,41.73,-87.54,"","During the evening of June 24th, a bow echo raced across Lake Michigan causing strong winds.",51
465412,WILMETTE HARBOR TO NORTHERLY ISLAND IL (ZONE),HARRISON-DEVER CRIB,06/24/2013,1715,Marine Thunderstorm Wind,61.00, ,0,0,0,0,XX,CST-6,MG,77064,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,06/24/2013,1720,41.92,-87.57,41.92,-87.57,"","During the evening of June 24th, a bow echo raced across Lake Michigan causing strong winds.",52
465414,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),BURNS HARBOR,06/24/2013,1740,Marine Thunderstorm Wind,45.00, ,0,0,0,0,XX,CST-6,MG,77064,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,06/24/2013,1740,41.65,-87.15,41.65,-87.15,"","During the evening of June 24th, a bow echo raced across Lake Michigan causing strong winds.",53
465417,BURNS HARBOR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,06/24/2013,1745,Marine Thunderstorm Wind,63.00, ,0,0,0,0,XX,CST-6,MG,77064,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,06/24/2013,1800,41.73,-86.91,41.73,-86.91,"","During the evening of June 24th, a bow echo raced across Lake Michigan causing strong winds.",54
