EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,
5288972,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),CHARLEVOIX,4/18/2002,2234,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,EST,M,1133203,M,342,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,CHARLEVOIX,4/18/2002,2234,45.31667,-85.25,45.31667,-85.25,
5288971,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),CHARLEVOIX,4/18/2002,2234,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,EST,M,1133203,M,363,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,CHARLEVOIX,4/18/2002,2234,45.31667,-85.25,45.31667,-85.25,
5290944,LM WHITEHALL TO MANISTEE MI 5NM OFFHORE TO MID LINE OF LAKE (ZONE),MANISTEE HARBOR,4/18/2002,2235,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST,M,1134253,M,869,GRR,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,MANISTEE HARBOR,4/18/2002,2235,44.25,-86.31667,44.25,-86.31667,
5308807,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,4/18/2002,2300,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,CST,M,1139126,M,646,MKX,0,0,BUOY, , , ,35,E,35,E,KENOSHA,4/18/2002,2300,42.58333,-87.15,42.58333,-87.15,,A series of short lines of severe thunderstorms developed ahead and along a cold front which moved east across Lake Michigan.  Powerful wind gusts were produced.,27,
5290945,LM HOLLAND TO WHITEHALL MI 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),MUSKEGON HARBOR,4/18/2002,2345,Marine Thunderstorm Wind,54, ,0,0,0,0,XX,EST,M,1134253,M,868,GRR,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,MUSKEGON HARBOR,4/18/2002,2345,43.23333,-86.23333,43.23333,-86.23333,
5283979,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,4/25/2002,1900,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,CST,M,1132534,M,741,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,HARRISON-DEVER CRIB,4/25/2002,1900,41.9,-87.6,41.9,-87.6,,,29,
5303009,WIND PT LT WI TO WINTHROP HBR IL (ZONE),WIND POINT,6/3/2002,710,Marine Thunderstorm Wind,50, ,0,0,0,0,XX,CST,M,1136827,M,646,MKX,0,0,COASTAL OBSERVING STATION, , , , , , , ,WIND POINT,6/3/2002,955,42.78333,-87.83333,42.58333,-87.83333,,"A line of severe thunderstorms moved east of Racine and Kenosha counties.  Powerful northwest winds gusting to 58 knots (67 mph) were noted at the Racine Wastewater Treatment Plant on the Lake Michigan shoreline as the storms initially moved out over the lake, and 50 kt (58 mph) peak gusts out of the southeast were registered at the GLERL site in Kenosha, on the back side of the storms.  At this coastal site, sustained winds were 35 kts (40 mph) or higher between 0855 and 0955CST. The southeast backside winds were due to a wake-low which developed over southeast Wisconsin.",30,
5298724,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,6/3/2002,2000,Marine Thunderstorm Wind,51, ,0,0,0,0,XX,CST,M,1135919,M,741,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,HARRISON-DEVER CRIB,6/3/2002,2000,41.9,-87.6,41.9,-87.6,,,31,
5298834,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,6/10/2002,1515,Marine Thunderstorm Wind,44, ,0,0,0,0,XX,CST,M,1135924,M,741,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,HARRISON-DEVER CRIB,6/10/2002,1515,41.9,-87.6,41.9,-87.6,,,32,
5298835,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,6/10/2002,1800,Marine Thunderstorm Wind,50, ,0,0,0,0,XX,CST,M,1135924,M,741,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,HARRISON-DEVER CRIB,6/10/2002,1800,41.9,-87.6,41.9,-87.6,,,33,
5303010,NORTH PT LT TO WIND PT WI (ZONE),NORTH POINT LTHOUSE,6/10/2002,1950,Marine Thunderstorm Wind,41, ,0,0,0,0,XX,CST,M,1136828,M,645,MKX,0,0,COASTAL OBSERVING STATION, , , , , , , ,NORTH POINT LTHOUSE,6/10/2002,1950,43.08333,-87.93333,42.78333,-87.83333,,Severe thunderstorms over southeast Wisconsin moved out over the nearshore waters of Lake Michigan east of Milwaukee and Racine counties.,34,
5298832,BURN HBR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,6/15/2002,1400,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,CST,M,1135923,M,745,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,MICHIGAN CITY,6/15/2002,1400,41.71667,-86.9,41.71667,-86.9,,,35,
5298833,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,6/15/2002,1400,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,CST,M,1135923,M,741,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,HARRISON-DEVER CRIB,6/15/2002,1400,41.9,-87.6,41.9,-87.6,,,36,
5308794,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,7/8/2002,1700,Marine Thunderstorm Wind,46, ,0,0,0,0,XX,CST,M,1139125,M,643,MKX,0,0,COASTAL OBSERVING STATION, , , ,1,E,1,E,SHEBOYGAN,7/8/2002,1700,43.75,-87.7,43.75,-87.7,,"A line of strong thunderstorms moved east-southeast out over Lake Michigan, producing powerful wind gusts.",37,
5308795,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,7/8/2002,1900,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST,M,1139125,M,643,MKX,0,0,COASTAL OBSERVING STATION, , , ,1,E,1,E,SHEBOYGAN,7/8/2002,1900,43.75,-87.7,43.75,-87.7,,"A line of strong thunderstorms moved east-southeast out over Lake Michigan, producing powerful wind gusts.",38,
5308796,PT WASHINGTON TO NORTH PT LT WI (ZONE),MEQUON,7/8/2002,1950,Marine Thunderstorm Wind,52, ,0,0,0,0,XX,CST,E,1139125,M,644,MKX,0,0,TRAINED SPOTTER, , , ,3,E,3,E,MEQUON,7/8/2002,1950,43.21667,-87.91667,43.21667,-87.91667,,"A line of strong thunderstorms moved east-southeast out over Lake Michigan, producing powerful wind gusts.",39,
5308797,PT WASHINGTON TO NORTH PT LT WI (ZONE),MEQUON,7/8/2002,1952,Marine Thunderstorm Wind,52, ,0,0,0,0,XX,CST,E,1139125,M,644,MKX,0,0,TRAINED SPOTTER, , , ,5,SE,5,SE,MEQUON,7/8/2002,1952,43.16667,-87.91667,43.16667,-87.91667,,"A line of strong thunderstorms moved east-southeast out over Lake Michigan, producing powerful wind gusts.",40,
5307442,SLEEPING BEAR PT TO MANISTEE MI (ZONE),EMPIRE,7/21/2002,542,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST,M,1139707,M,345,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,EMPIRE,7/21/2002,542,44.15,-86.06667,44.15,-86.06667,
5307441,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),GOOD HART,7/21/2002,542,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST,M,1139707,M,342,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,GOOD HART,7/21/2002,542,45.38333,-85.11667,45.38333,-85.11667,
5307440,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),BEAVER ISLAND,7/21/2002,542,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST,M,1139707,M,363,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,BEAVER ISLAND,7/21/2002,542,45.6,-85.55,45.6,-85.55,
5307439,GRAND TRAVERSE LT TO SLEEPING BEAR PT MI (ZONE),LELAND,7/21/2002,620,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST,M,1139707,M,344,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,LELAND,7/21/2002,620,45.01667,-85.75,45.01667,-85.75,
5307443,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),BEAVER ISLAND,7/21/2002,1945,Marine Thunderstorm Wind,60, ,0,0,0,0,XX,EST,M,1139707,M,363,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,BEAVER ISLAND,7/21/2002,1945,45.6,-85.55,45.6,-85.55,
5307445,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),CROSS VILLAGE,7/21/2002,1945,Marine Thunderstorm Wind,60, ,0,0,0,0,XX,EST,M,1139707,M,342,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,CROSS VILLAGE,7/21/2002,1945,45.5,-85.06667,45.5,-85.06667,
5307444,SEUL CHOIX PT MI TO 5NM W OF MACKINAC BRIDGE (ZONE),PT AUX CHENES,7/21/2002,1945,Marine Thunderstorm Wind,60, ,0,0,0,0,XX,EST,M,1139707,M,341,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,PT AUX CHENES,7/21/2002,1945,45.9,-84.85,45.9,-84.85,
5310584,BAY OF GREEN BAY S OF LN MARINETTE TO FISH CREEK WI (ZONE),GREEN BAY LIGHT,7/30/2002,2030,Marine Thunderstorm Wind,65, ,0,0,0,0,XX,CST,M,1140864,M,522,GRB,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,GREEN BAY LIGHT,7/30/2002,2030,44.51667,-88.01667,44.51667,-88.01667,
5310588,TWO RIVERS TO SHEBOYGAN WI (ZONE),MANITOWOC,7/30/2002,2055,Marine Thunderstorm Wind,41, ,0,0,0,0,XX,CST,M,1140864,M,543,GRB,0,0,AWOS,ASOS,MESONET,ETC, , , ,4,N,4,N,MANITOWOC,7/30/2002,2100,44.13333,-87.66667,43.75,-87.66667,
5310586,BAY OF GREEN BAY CEDAR R TO ROCK IS PSG TO MARINETTE TO FISH CR WI (ZONE),ELLISON BAY,7/30/2002,2100,Marine Thunderstorm Wind,70, ,0,0,0,0,XX,CST,E,1140864,M,521,GRB,0,0,GENERAL PUBLIC, , , , , , , ,ELLISON BAY,7/30/2002,2100,45.25,-87.06667,45.3,-87.06667,,Thunderstorms that produced severe weather across parts of northeast and east central Wisconsin produced strong wind gusts as they moved over the Bay of Green Bay and the nearshore and open waters of Lake Michigan.,50,
5308793,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,7/30/2002,2100,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,CST,M,1139124,M,643,MKX,0,0,COASTAL OBSERVING STATION, , , , , , , ,SHEBOYGAN,7/30/2002,2100,43.75,-87.71667,43.75,-87.71667,,"A line of severe thunderstorms along a cold front moved east across Lake Michigan, generating powerful wind gusts.",51,
5310587,ROCK IS PSG TO STURGEON BAY WI (ZONE),GILLS ROCK,7/30/2002,2100,Marine Thunderstorm Wind,70, ,0,0,0,0,XX,CST,E,1140864,M,541,GRB,0,0,GENERAL PUBLIC, , , ,2,E,2,E,GILLS ROCK,7/30/2002,2100,45.28333,-86.98333,45.23333,-86.98333,,Thunderstorms that produced severe weather across parts of northeast and east central Wisconsin produced strong wind gusts as they moved over the Bay of Green Bay and the nearshore and open waters of Lake Michigan.,52,
5310585,LM ROCK IS PSG TO SHEBOYGAN WI EWD BYD 5NM TO MID LINE OF LAKE (ZONE),WASHINGTON ISLAND,7/30/2002,2208,Marine Thunderstorm Wind,57, ,0,0,0,0,XX,CST,M,1140864,M,564,GRB,0,0,BUOY, , , ,24,E,24,E,WASHINGTON ISLAND,7/30/2002,2208,45.45,-86.43333,45.45,-86.43333,,Thunderstorms that produced severe weather across parts of northeast and east central Wisconsin produced strong wind gusts as they moved over the Bay of Green Bay and the nearshore and open waters of Lake Michigan.,53,
5307527,SLEEPING BEAR PT TO MANISTEE MI (ZONE),FRANKFORT,7/30/2002,2230,Marine Thunderstorm Wind,45, ,0,0,0,0,XX,EST,E,1139712,M,345,APX,0,0,TRAINED SPOTTER, , , , , , , ,FRANKFORT,7/30/2002,2230,44.63333,-86.23333,44.63333,-86.23333,,,54,
5307525,GRAND TRAVERSE LT TO SLEEPING BEAR PT MI (ZONE),LELAND,7/30/2002,2238,Marine Thunderstorm Wind,45, ,0,0,0,0,XX,EST,E,1139712,M,344,APX,0,0,TRAINED SPOTTER, , , , , , , ,LELAND,7/30/2002,2238,45.01667,-85.75,45.01667,-85.75,,,55,
5307526,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),GRAND TRAVERSE LIGHT,7/30/2002,2238,Marine Thunderstorm Wind,45, ,0,0,0,0,XX,EST,E,1139712,M,363,APX,0,0,TRAINED SPOTTER, , , , , , , ,GRAND TRAVERSE LIGHT,7/30/2002,2238,45.16667,-85.5,45.16667,-85.5,,,56,
5307524,GRAND TRAVERSE BAY & NORWOOD TO GRAND TRAVERSE LT MI (ZONE),OLD MISSION,7/30/2002,2251,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,EST,M,1139712,M,323,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,OLD MISSION,7/30/2002,2251,44.95,-85.48333,44.95,-85.48333,
5307528,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),BEAVER ISLAND,7/31/2002,1750,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,EST,M,1139713,M,363,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,BEAVER ISLAND,7/31/2002,1750,45.6,-85.55,45.6,-85.55,
5307530,SEUL CHOIX PT MI TO 5NM W OF MACKINAC BRIDGE (ZONE),BREVORT,7/31/2002,1750,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,EST,M,1139713,M,341,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,BREVORT,7/31/2002,1750,46.01667,-85.03333,46.01667,-85.03333,
5307529,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),CROSS VILLAGE,7/31/2002,1750,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,EST,M,1139713,M,342,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,CROSS VILLAGE,7/31/2002,1750,45.5,-85.06667,45.5,-85.06667,
5316582,SEUL CHOIX PT MI TO 5NM W OF MACKINAC BRIDGE (ZONE),PT AUX CHENES,8/1/2002,850,Marine Thunderstorm Wind,39, ,0,0,0,0,XX,EST,M,1143131,M,341,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,PT AUX CHENES,8/1/2002,850,45.9,-84.85,45.9,-84.85,
5316581,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),WILDERNESS STATE PARK,8/1/2002,850,Marine Thunderstorm Wind,39, ,0,0,0,0,XX,EST,M,1143131,M,342,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,WILDERNESS STATE PARK,8/1/2002,850,45.75,-84.96667,45.75,-84.96667,
5316580,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),BEAVER ISLAND,8/1/2002,850,Marine Thunderstorm Wind,39, ,0,0,0,0,XX,EST,M,1143131,M,363,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,BEAVER ISLAND,8/1/2002,850,45.6,-85.55,45.6,-85.55,
5316663,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),CHARLEVOIX,8/1/2002,1716,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,EST,M,1143131,M,342,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,CHARLEVOIX,8/1/2002,1716,45.31667,-85.25,45.31667,-85.25,
5316666,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),CHARLEVOIX,8/1/2002,1716,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,EST,M,1143131,M,363,APX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,CHARLEVOIX,8/1/2002,1716,45.31667,-85.25,45.31667,-85.25,
