EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,
5532719,NORTH PT LT TO WIND PT WI (ZONE),MILWAUKEE HARBOR,7/9/2006,1740,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,CST,MG,1220012,M,645,MKX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,MILWAUKEE HARBOR,7/9/2006,1740, , , , ,
5532720,NORTH PT LT TO WIND PT WI (ZONE),MILWAUKEE HARBOR,7/9/2006,1830,Marine Thunderstorm Wind,48, ,0,0,0,0,XX,CST,MG,1220012,M,645,MKX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,MILWAUKEE HARBOR,7/9/2006,1830, , , , ,
5532778,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,7/9/2006,2025,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,CST,MG,1220012,M,646,MKX,0,0,AWOS,ASOS,MESONET,ETC, , , ,2,ESE,2,ESE,KENOSHA,7/9/2006,2025, , , , ,
5523662,LM HOLLAND TO WHITEHALL MI 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),GRAND HAVEN HARBOR,7/9/2006,2030,Marine Thunderstorm Wind,34, ,0,0,0,0,XX,EST,EG,1216298,M,868,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,GRAND HAVEN HARBOR,7/9/2006,2030, , , , ,,,33,
5532779,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,7/9/2006,2030,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,CST,MG,1220012,M,646,MKX,0,0,AWOS,ASOS,MESONET,ETC, , , ,2,ESE,2,ESE,KENOSHA,7/9/2006,2030, , , , ,
5532780,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,7/9/2006,2035,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST,MG,1220012,M,646,MKX,0,0,AWOS,ASOS,MESONET,ETC, , , ,2,ESE,2,ESE,KENOSHA,7/9/2006,2035, , , , ,
5523663,HOLLAND TO GRAND HAVEN MI (ZONE),GRAND HAVEN HARBOR,7/9/2006,2050,Marine Thunderstorm Wind,34, ,0,0,0,0,XX,EST,EG,1216298,M,846,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,GRAND HAVEN HARBOR,7/9/2006,2115, , , , ,,,36,
5519548,BURN HBR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,7/14/2006,555,Marine Thunderstorm Wind,55, ,0,0,0,0,XX,CST,MG,1215490,M,745,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,MICHIGAN CITY,7/14/2006,555, , , , ,A gust to 63 mph was measured at Michigan City.,,37,
5532781,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,7/17/2006,1335,Marine Thunderstorm Wind,50, ,0,0,0,0,XX,CST,EG,1220013,M,643,MKX,0,0,NEWSPAPER, , , ,2,E,2,E,SHEBOYGAN,7/17/2006,1335, , , , ,,"The remains of a line of storms (bow echo) moved east out over Lake Michigan, resulting in a few powerful wind gusts over the nearshore waters, as well as some isolated large hail.",38,
5523664,LM WHITEHALL TO MANISTEE MI 5NM OFFHORE TO MID LINE OF LAKE (ZONE),MANISTEE HARBOR,7/17/2006,1515,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST,EG,1216299,M,869,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,MANISTEE HARBOR,7/17/2006,1545, , , , ,,,39,
5523715,PENTWATER TO MANISTEE MI (ZONE),MANISTEE HARBOR,7/17/2006,1530,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST,EG,1216299,M,849,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,MANISTEE HARBOR,7/17/2006,1615, , , , ,,,40,
5523716,WHITEHALL TO PENTWATER MI (ZONE),PENTWATER HARBOR,7/17/2006,1530,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST,EG,1216299,M,848,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,PENTWATER HARBOR,7/17/2006,1530, , , , ,,,41,
5523002,GRAND TRAVERSE BAY & NORWOOD TO GRAND TRAVERSE LT MI (ZONE),ELK RAPIDS,7/17/2006,1626,Marine Thunderstorm Wind,52, ,0,0,0,0,XX,EST,EG,1217270,M,323,APX,0,0,TRAINED SPOTTER, , , ,2,NNW,2,NNW,ELK RAPIDS,7/17/2006,1626, , , , ,,,42,
5524791,TWO RIVERS TO SHEBOYGAN WI (ZONE),MANITOWOC,7/17/2006,1735,Marine Thunderstorm Wind,61, ,0,0,0,0,XX,CST,EG,1216288,M,543,GRB,0,0,AMATEUR RADIO, , , , , , , ,MANITOWOC,7/17/2006,1735, , , , ,,Thunderstorms that moved across the Bay of Green Bay and Lake Michigan along with a cold front produced large hail and high winds.,43,
5523717,LM HOLLAND TO WHITEHALL MI 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),HOLLAND HARBOR,7/17/2006,2100,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST,EG,1216299,M,868,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,HOLLAND HARBOR,7/17/2006,2200, , , , ,,,44,
5523722,ST JOSEPH TO SOUTH HAVEN MI (ZONE),SOUTH HAVEN HARBOR,7/17/2006,2100,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST,EG,1216299,M,844,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,SOUTH HAVEN HARBOR,7/17/2006,2200, , , , ,,,45,
5523721,SOUTH HAVEN TO HOLLAND MI (ZONE),SOUTH HAVEN HARBOR,7/17/2006,2100,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST,EG,1216299,M,845,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,SOUTH HAVEN HARBOR,7/17/2006,2200, , , , ,,,46,
5523720,LM ST JOSEPH TO HOLLAND MI 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),SOUTH HAVEN HARBOR,7/17/2006,2100,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST,EG,1216299,M,867,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,SOUTH HAVEN HARBOR,7/17/2006,2200, , , , ,,,47,
5523719,HOLLAND TO GRAND HAVEN MI (ZONE),GRAND HAVEN HARBOR,7/17/2006,2100,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST,EG,1216299,M,846,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,GRAND HAVEN HARBOR,7/17/2006,2200, , , , ,,,48,
5523718,GRAND HAVEN TO WHITEHALL MI (ZONE),GRAND HAVEN HARBOR,7/17/2006,2100,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST,EG,1216299,M,847,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,GRAND HAVEN HARBOR,7/17/2006,2200, , , , ,,,49,
5519201,WINTHROP HBR TO WILMETTE HBR IL (ZONE),WAUKEGAN HARBOR,7/17/2006,2150,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,CST,MG,1215478,M,740,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,WAUKEGAN HARBOR,7/17/2006,2150, , , , ,A gust to 42 mph was measured at Waukegan Harbor.,,50,
5519202,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,7/17/2006,2200,Marine Thunderstorm Wind,46, ,0,0,0,0,XX,CST,MG,1215478,M,741,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,HARRISON-DEVER CRIB,7/17/2006,2200, , , , ,A gust to 53 mph was measured at the Harrison Crib.,,51,
5519204,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,7/17/2006,2300,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST,MG,1215478,M,741,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,HARRISON-DEVER CRIB,7/17/2006,2300, , , , ,A gust to 40 mph was measured at the Harrison Crib.,,52,
5519203,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,7/18/2006,1000,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST,MG,1215478,M,741,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,HARRISON-DEVER CRIB,7/18/2006,1000, , , , ,A gust to 40 mph was measured at the Harrison Crib.,,53,
5532783,NORTH PT LT TO WIND PT WI (ZONE),MILWAUKEE HARBOR,7/20/2006,300,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST,MG,1220014,M,645,MKX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,MILWAUKEE HARBOR,7/20/2006,300, , , , ,
5523723,LM WHITEHALL TO MANISTEE MI 5NM OFFHORE TO MID LINE OF LAKE (ZONE),BIG SABLE POINT,7/24/2006,1800,Marine Thunderstorm Wind,34, ,0,0,0,0,XX,EST,EG,1216300,M,869,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,BIG SABLE POINT,7/24/2006,1830, , , , ,,,55,
5523724,PENTWATER TO MANISTEE MI (ZONE),BIG SABLE POINT,7/24/2006,1815,Marine Thunderstorm Wind,34, ,0,0,0,0,XX,EST,EG,1216300,M,849,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,BIG SABLE POINT,7/24/2006,1835, , , , ,,,56,
5523725,WHITEHALL TO PENTWATER MI (ZONE),LITTLE SABLE POINT,7/24/2006,1815,Marine Thunderstorm Wind,34, ,0,0,0,0,XX,EST,EG,1216300,M,848,GRR,0,0,COASTAL OBSERVING STATION, , , , , , , ,LITTLE SABLE POINT,7/24/2006,1835, , , , ,,,57,
5519451,BURN HBR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,7/27/2006,1630,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,CST,MG,1215484,M,745,LOT,0,0,COASTAL OBSERVING STATION, , , , , , , ,MICHIGAN CITY,7/27/2006,1635, , , , ,A gust to 46 mph was measured at Michigan City.,,58,
5519367,MICHIGAN CITY IN TO NEW BUFFALO MI (ZONE),MICHIGAN CITY,7/27/2006,1835,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,EST,MG,1215772,M,46,IWX,0,0,COASTAL OBSERVING STATION, , , , , , , ,MICHIGAN CITY,7/27/2006,1836, , , , ,Measured at the Michigan City GLERL station.,,59,
5519840,SEUL CHOIX PT TO PT DETOUR MI (ZONE),STONY POINT,7/28/2006,1555,Marine Thunderstorm Wind,55, ,0,0,0,0,XX,EST,EG,1215673,M,248,MQT,0,0,TRAINED SPOTTER, , , ,5,ESE,5,ESE,STONY POINT,7/28/2006,1555, , , , ,Trees down on power lines two miles north of Garden.,,60,
5523009,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),GRAND TRAVERSE LIGHT,7/28/2006,1734,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST,MG,1217274,M,363,APX,0,0,BUOY, , , ,25,NW,25,NW,GRAND TRAVERSE LIGHT,7/28/2006,1734, , , , ,,,61,
5519842,SEUL CHOIX PT TO PT DETOUR MI (ZONE),MANISTIQUE LIGHT,7/28/2006,2030,Marine Thunderstorm Wind,55, ,0,0,0,0,XX,EST,EG,1215673,M,248,MQT,0,0,TRAINED SPOTTER, , , ,3,NNW,3,NNW,MANISTIQUE LIGHT,7/28/2006,2030, , , , ,A few large trees down along Highway M-94 north of Indian River Bridge.,,62,
5519844,BAY OF GREEN BAY N OF LINE FROM CEDAR R MI TO ROCK IS PSG (ZONE),ESCANABA LIGHT,7/28/2006,2155,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST,MG,1215673,M,221,MQT,0,0,AWOS,ASOS,MESONET,ETC, , , ,3,SW,3,SW,ESCANABA LIGHT,7/28/2006,2155, , , , ,40 mph wind gust reported at the Escanaba AWOS.
5519898,BAY OF GREEN BAY N OF LINE FROM CEDAR R MI TO ROCK IS PSG (ZONE),GLADSTONE,7/30/2006,605,Marine Thunderstorm Wind,50, ,0,0,0,0,XX,EST,EG,1215673,M,221,MQT,0,0,TRAINED SPOTTER, , , ,3,NNE,3,NNE,GLADSTONE,7/30/2006,605, , , , ,Two to four-inch diameter branches down five miles south-southwest of Rapid River.,,64,
5524865,BAY OF GREEN BAY S OF LN MARINETTE TO FISH CREEK WI (ZONE),DYCKESVILLE,7/30/2006,630,Marine Thunderstorm Wind,45, ,0,0,0,0,XX,CST,EG,1216291,M,522,GRB,0,0,TRAINED SPOTTER, , , , , , , ,DYCKESVILLE,7/30/2006,630, , , , ,,A thunderstorm complex that formed in northwest Wisconsin produced strong winds as it moved across the nearshore waters of Lake Michigan.,65,
5524866,STURGEON BAY TO TWO RIVERS WI (ZONE),KEWAUNEE,7/30/2006,636,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,CST,MG,1216291,M,542,GRB,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,KEWAUNEE,7/30/2006,636, , , , ,
5524867,TWO RIVERS TO SHEBOYGAN WI (ZONE),MANITOWOC,7/30/2006,650,Marine Thunderstorm Wind,49, ,0,0,0,0,XX,CST,MG,1216291,M,543,GRB,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,MANITOWOC,7/30/2006,650, , , , ,
5524868,TWO RIVERS TO SHEBOYGAN WI (ZONE),MANITOWOC,7/30/2006,655,Marine Thunderstorm Wind,56, ,0,0,0,0,XX,CST,MG,1216291,M,543,GRB,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,MANITOWOC,7/30/2006,655, , , , ,
5524869,BAY OF GREEN BAY CEDAR R TO ROCK IS PSG TO MARINETTE TO FISH CR WI (ZONE),MENOMINEE MI,7/30/2006,655,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST,MG,1216291,M,521,GRB,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,MENOMINEE MI,7/30/2006,655, , , , ,
